courseID	courseName	credits	subject	term	eligibleGrades	prerequisite	corequisite	enrollmentNotes	description	isElective	courseType
MA402G	PRECALCULUS	0.5	Math	Spring Semester	10th, 11th, 12th	N/A	N/A	Algebra II with Trigonometry	Covers families of functions, systems of equations, logarithms, trigonometry, conics, sequences, series, limits. Prepares students for calculus. *Graphing calculator used.	Y	Normal
MA405G	INTRO TO COLLEGE ALGEBRA	0.5	Math	Fall Semester	12th	N/A	N/A	Successful completion of 3 years of math	Advanced algebra review: expressions, equations, inequalities, relations, functions (polynomial, rational, exponential, logarithmic). Transitional math program. Guarantees entry into credit-bearing math class at public Illinois universities. *Graphing calculator used.	Y	Normal
MA406G	INTRO TO COLLEGE ALGEBRA	0.5	Math	Spring Semester	12th	N/A	N/A	Successful completion of 3 years of math	Advanced algebra review: expressions, equations, inequalities, relations, functions (polynomial, rational, exponential, logarithmic). Transitional math program. Guarantees entry into credit-bearing math class at public Illinois universities. *Graphing calculator used.	Y	Normal
MA411G	H PRECALCULUS	0.5	Math	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	H Algebra II with Trigonometry or teacher recommendation	Covers functions, systems, logarithms, trigonometry, conics, sequences, series, and limits. Prepares for AP or college calculus. More rigorous than standard precalculus. *Graphing calculator used.	Y	Honors
MA412G	H PRECALCULUS	0.5	Math	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	H Algebra II with Trigonometry or teacher recommendation	Covers functions, systems, logarithms, trigonometry, conics, sequences, series, and limits. Prepares for AP or college calculus. More rigorous than standard precalculus. *Graphing calculator used.	Y	Honors
MU103G	PERCUSSION STUDIES	0.25	Music	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	Previous instrumental experience & audition with the instructor	This course is designed to address the specific needs of the student of the percussion section of the instrumental music program. Topics covered include an intense study of rhythm and rudimental techniques unique to the percussion section. Also covered is the marching drumline, drumset, keyboard mallet techniques, timpani, color and auxiliary percussion. Students will work as both an independent percussion ensemble and as members of the regular concert bands. All ability levels are placed in the class. This ensemble may combine with other band/percussion courses for marching band during the fall season.	Yes	Normal
MU104G	PERCUSSION STUDIES	0.25	Music	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	Previous instrumental experience & audition with the instructor	This course is designed to address the specific needs of the student of the percussion section of the instrumental music program. Topics covered include an intense study of rhythm and rudimental techniques unique to the percussion section. Also covered is the marching drumline, drumset, keyboard mallet techniques, timpani, color and auxiliary percussion. Students will work as both an independent percussion ensemble and as members of the regular concert bands. All ability levels are placed in the class.	Yes	Normal
MU105G	GUITAR	0.25	Music	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	None	This introductory music course is designed to provide students with the skills and knowledge of basic guitar playing with emphasis on note reading, chords, and application to historical and contemporary music.	Yes	Normal
MU106G	GUITAR	0.25	Music	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	None	This introductory music course is designed to provide students with the skills and knowledge of basic guitar playing with emphasis on note reading, chords, and application to historical and contemporary music.	Yes	Normal
MU151G	BEGINNING TREBLE CHOIR	0.25	Music	Fall Semester	9th, 10th, 11th	N/A	N/A	Semester 1: None; Semester 2: Consent of instructor	This choir is made up predominantly of freshmen. This group concentrates on sight-reading, three-part harmony (SSA), ear-training, musical terms, etc. The group appears at several performances each school year.	Yes	Normal
MU152G	BEGINNING TREBLE CHOIR	0.25	Music	Spring Semester	9th, 10th, 11th	N/A	N/A	Semester 1: None; Semester 2: Consent of instructor	This choir is made up predominantly of freshmen. This group concentrates on sight-reading, three-part harmony (SSA), ear-training, musical terms, etc. The group appears at several performances each school year.	Yes	Normal
MU153G	BASS CHOIR	0.25	Music	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	Level 9 - Semester 1: None; Semester 2: Instructor consent, Level 10, 11, 12: Consent of instructor	This is a chorus of students ranging from freshmen through seniors. This group concentrates on sight-reading, ear training, and development of the bass voice through a variety of literature (TTBB). This group appears at several performances each year and is available at participating schools.	Yes	Normal
MU154G	BASS CHOIR	0.25	Music	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	Level 9 - Semester 1: None; Semester 2: Instructor consent, Level 10, 11, 12: Consent of instructor	This is a chorus of students ranging from freshmen through seniors. This group concentrates on sight-reading, ear training, and development of the bass voice through a variety of literature (TTBB). This group appears at several performances each year and is available at participating schools.	Yes	Normal
MU181G	MUSIC TECHNOLOGY AND PRODUCTION	0.5	Music	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	None	In this course you will learn how to use technology to create, edit, and enhance sound and music. We will explore a full suite of software and hardware designed to increase your understanding of how to maximize the quality of recordings, how to reinforce live sound production, and how to manipulate audio files in a post-production setting. This is an introductory level course and is open to all students. No previous musical or acoustical knowledge or experience is required.	Yes	Normal
MU182G	MUSIC TECHNOLOGY AND PRODUCTION	0.5	Music	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	None	In this course you will learn how to use technology to create, edit, and enhance sound and music. We will explore a full suite of software and hardware designed to increase your understanding of how to maximize the quality of recordings, how to reinforce live sound production, and how to manipulate audio files in a post-production setting. This is an introductory level course and is open to all students. No previous musical or acoustical knowledge or experience is required.	Yes	Normal
MU201G	BAND II	0.25	Music	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	Previous instrumental experience and audition with director	This class will continue to develop instrumental techniques and methods through the performance of appropriate wind literature. This class furthers understanding and development of ensemble rehearsal techniques and studies. This organization may combine with the Advanced Bands in the fall for the marching band season and will perform at numerous school, community and district functions. This group serves as the preparatory ensemble to the Advanced Bands. Membership and seating is by audition only.	Yes	Normal
MU202G	BAND II	0.25	Music	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	Previous instrumental experience and audition with director	This class will continue to develop instrumental techniques and methods through the performance of appropriate wind literature. This class furthers understanding and development of ensemble rehearsal techniques and studies. This organization may combine with the Advanced Bands in the fall for the marching band season and will perform at numerous school, community and district functions. This group serves as the preparatory ensemble to the Advanced Bands. Membership and seating is by audition only.	Yes	Normal
MU251G	ADVANCED TREBLE CHOIR	0.25	Music	Fall Semester	10th, 11th, 12th	N/A	N/A	Previous vocal experience and/or audition with director	This is a chorus of students ranging from sophomores through seniors who are advanced sight-readers and singers. This group concentrates on sight reading, ear training and score reading. The choir sings predominantly SSAA arrangements, and appears at several public performances each school year.	Yes	Normal
MU252G	ADVANCED TREBLE CHOIR	0.25	Music	Spring Semester	10th, 11th, 12th	N/A	N/A	Previous vocal experience and/or audition with director	This is a chorus of students ranging from sophomores through seniors who are advanced sight-readers and singers. This group concentrates on sight reading, ear training and score reading. The choir sings predominantly SSAA arrangements, and appears at several public performances each school year.	Yes	Normal
MU255G	ADVANCED CHORUS	0.25	Music	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	Previous vocal experience and audition with director	This is a chorus of students ranging from sophomores through seniors who are advanced sight-readers and singers. This group concentrates on sight reading, ear training, and score reading. The choir sings predominantly SATB arrangements, and appears at several public performances each school year.	Yes	Normal
MU256G	ADVANCED CHORUS	0.25	Music	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	Previous vocal experience and audition with director	This is a chorus of students ranging from sophomores through seniors who are advanced sight-readers and singers. This group concentrates on sight reading, ear training and score reading. The choir sings predominantly SATB arrangements, and appears at several public performances each school year.	Yes	Normal
MU301G	BAND III	0.25	Music	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	Previous instrumental experience and audition with director	These classes offer music students opportunities to study and perform literature ranging in various difficulty and music styles. Emphasis is placed upon performance and continued understanding of musical skills and concepts. This ensemble may combine with other band/percussion courses for marching band during the fall season. Membership for these organizations is determined by audition only.	Yes	Normal
MU302G	BAND III	0.25	Music	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	Previous instrumental experience and audition with director	These classes offer music students opportunities to study and perform literature ranging in various difficulty and music styles. Emphasis is placed upon performance and continued understanding of musical skills and concepts. This ensemble may combine with other band/percussion courses for marching band during the fall season. Membership for these organizations is determined by audition only.	Yes	Normal
MU351G	BEL CANTO	0.25	Music	Fall Semester	10th, 11th, 12th	N/A	N/A	Previous vocal experience and audition with director	This is a chorus of students ranging from sophomores through seniors who are advanced sight-readers and singers. This group concentrates on sight reading, ear training and score reading. The choir sings predominantly SSAA arrangements, and appears at several public performances each school year.	Yes	Normal
MU352G	BEL CANTO	0.25	Music	Spring Semester	10th, 11th, 12th	N/A	N/A	Previous vocal experience and audition with director	This is a chorus of students ranging from sophomores through seniors who are advanced sight-readers and singers. This group concentrates on sight reading, ear training and score reading. The choir sings predominantly SSAA arrangements, and appears at several public performances each school year.	Yes	Normal
MU401G	BAND IV	0.25	Music	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	Previous instrumental experience and audition with director	This is an ensemble for students with advanced skills. Students are placed by audition after demonstrating the highest proficiency on their instrument. Emphasis is placed on the teaching and performing of the most advanced literature with the subtleties and nuances of interpretation as a primary goal. Music history and theory are applied through the use of appropriate forms and styles of music. This ensemble may combine with other band/percussion courses for marching band during the fall season.	Yes	Normal
MU402G	BAND IV	0.25	Music	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	Previous instrumental experience and audition with director	This is an ensemble for students with advanced skills. Students are placed by audition after demonstrating the highest proficiency on their instrument. Emphasis is placed on the teaching and performing of the most advanced literature with the subtleties and nuances of interpretation as a primary goal. Music history and theory are applied through the use of appropriate forms and styles of music.	Yes	Normal
MU451G	A CAPPELLA SINGERS	0.25	Music	Fall Semester	10th, 11th, 12th	N/A	N/A	Previous vocal experience and audition with director	This group is composed of students who have demonstrated an understanding and mastery of choral skills introduced in the beginning and advanced choirs. The curriculum includes music theory, vocal pedagogy and technique, and sight-reading. The literature includes a large variety of advanced material. This prestigious group often performs publicly. A tour may be included as part of the class, depending on the instructor.	Yes	Normal
MU452G	A CAPPELLA SINGERS	0.25	Music	Spring Semester	10th, 11th, 12th	N/A	N/A	Previous vocal experience and audition with director	This group is composed of students who have demonstrated an understanding and mastery of choral skills introduced in the beginning and advanced choirs. The curriculum includes music theory, vocal pedagogy and technique, and sight-reading. The literature includes a large variety of advanced material. This prestigious group often performs publicly. A tour may be included as part of the class, depending on the instructor.	Yes	Normal
MU601G	DC MUSIC APPRECIATION	0.5	Music	Fall Semester	9th, 10th, 11th, 12th	N/A	N/A	None	This course is designed for students who want to learn more about the history of music and musicians. Students study basic elements in musical literature by prominent composers from various historical periods and examine the importance of music history and society's influence on music.	Yes	DC
MU602G	DC MUSIC APPRECIATION	0.5	Music	Spring Semester	9th, 10th, 11th, 12th	N/A	N/A	None	This course is designed for students who want to learn more about the history of music and musicians. Students study basic elements in musical literature by prominent composers from various historical periods and examine the importance of music history and society's influence on music.	Yes	DC
MU611G	DC MUSIC THEORY	0.5	Music	Fall Semester	10th, 11th, 12th	N/A	N/A	Note: The student's ability to read and write musical notation is fundamental to the course. Prior experience in reading music notation, such as in a band or choir, is recommended.	Dual Credit Music Theory introduces students to theory, aural (listening) skills, musical terminology, piano skills, and composition. By the end of the course, the students will be able to read, write, and analyze music. Additionally, students will have acquired basic piano skills. This year-long course aligns with the following courses at McHenry County College: MUS 140, MUS 141, MUS 145, and MUS 146. By successfully completing this course with a C- or better, you will earn 10 college credits.	Yes	DC
MU612G	DC MUSIC THEORY	0.5	Music	Spring Semester	10th, 11th, 12th	N/A	N/A	Note: The student's ability to read and write musical notation is fundamental to the course. Prior experience in reading music notation, such as in a band or choir, is recommended.	Dual Credit Music Theory introduces students to theory, aural (listening) skills, musical terminology, piano skills, and composition. By the end of the course, the students will be able to read, write, and analyze music. Additionally, students will have acquired basic piano skills. This year-long course aligns with the following courses at McHenry County College: MUS 140, MUS 141, MUS 145, and MUS 146. By successfully completing this course with a C- or better, you will earn 10 college credits.	Yes	DC
NA601G	DC HEALTH CAREERS	0.5	Nursing	Fall Semester	11th, 12th	N/A	N/A	N/A	This semester-long course is designed to prepare nursing assistants to work under the direction of a licensed professional nurse to provide care in various health care settings. Coursework includes the development of basic nursing skills through lectures, laboratory demonstration and practice, and 48 hours of clinical experience. After students successfully complete the Basic Nursing Assistant Certificate Program, they are eligible to take the written State Nursing Aide Competency Exam. When a student passes the Illinois Nurse Aide Competency Exam, their name is added to the Healthcare Worker Registry, and they can be employed as a Certified Nursing Assistant (CNA). (State Course Code: 14001A001) This course is offered in limited capacity (currently at Crystal Lake Central High School) and therefore students from other schools may need to travel to participate. In these instances, students are required to provide their own transportation. Note: Students must turn 16 prior to the course start date to take the class.	Yes	DC
NA602G	DC HEALTH CAREERS	0.5	Nursing	Spring Semester	11th, 12th	N/A	N/A	N/A	This semester-long course is designed to prepare nursing assistants to work under the direction of a licensed professional nurse to provide care in various health care settings. Coursework includes the development of basic nursing skills through lectures, laboratory demonstration and practice, and 48 hours of clinical experience. After students successfully complete the Basic Nursing Assistant Certificate Program, they are eligible to take the written State Nursing Aide Competency Exam. When a student passes the Illinois Nurse Aide Competency Exam, their name is added to the Healthcare Worker Registry, and they can be employed as a Certified Nursing Assistant (CNA). (State Course Code: 14001A001) This course is offered in limited capacity (currently at Crystal Lake Central High School) and therefore students from other schools may need to travel to participate. In these instances, students are required to provide their own transportation. Note: Students must turn 16 prior to the course start date to take the class.	Yes	DC
NA603G	DC NURSE ASSISTANT	0.5	Nursing	Fall Semester	11th, 12th	N/A	N/A	N/A	This semester-long course is designed to prepare nursing assistants to work under the direction of a licensed professional nurse to provide care in various health care settings. Coursework includes the development of basic nursing skills through lectures, laboratory demonstration and practice, and 48 hours of clinical experience. After students successfully complete the Basic Nursing Assistant Certificate Program, they are eligible to take the written State Nursing Aide Competency Exam. When a student passes the Illinois Nurse Aide Competency Exam, their name is added to the Healthcare Worker Registry, and they can be employed as a Certified Nursing Assistant (CNA). (State Course Code: 14051A001) This course is offered in limited capacity (currently at Crystal Lake Central High School) and therefore students from other schools may need to travel to participate. In these instances, students are required to provide their own transportation. Note: Students must turn 16 prior to the course start date to take the class.	Yes	DC
NA604G	DC NURSE ASSISTANT	0.5	Nursing	Spring Semester	11th, 12th	N/A	N/A	N/A	This semester-long course is designed to prepare nursing assistants to work under the direction of a licensed professional nurse to provide care in various health care settings. Coursework includes the development of basic nursing skills through lectures, laboratory demonstration and practice, and 48 hours of clinical experience. After students successfully complete the Basic Nursing Assistant Certificate Program, they are eligible to take the written State Nursing Aide Competency Exam. When a student passes the Illinois Nurse Aide Competency Exam, their name is added to the Healthcare Worker Registry, and they can be employed as a Certified Nursing Assistant (CNA). (State Course Code: 14051A001) This course is offered in limited capacity (currently at Crystal Lake Central High School) and therefore students from other schools may need to travel to participate. In these instances, students are required to provide their own transportation. Note: Students must turn 16 prior to the course start date to take the class.	Yes	DC
SC101C	BIOLOGY	0.5	Science	Fall Semester	9th	N/A	N/A	Teacher recommendation	This course is an introductory study of the four pillars of biology: ecology, cells, genetics, and evolution. Students are expected to apply a higher level of critical thinking and independence than at the basic level.	Yes	Normal
SC101G	BIOLOGY	0.5	Science	Fall Semester	9th	N/A	N/A	Teacher recommendation	This science class studies the four pillars of biology: ecology, cells, genetics, and evolution. Students are expected to apply a higher level of critical thinking and independence than at the basic level.	Yes	Normal
SC102C	BIOLOGY	0.5	Science	Spring Semester	9th	N/A	N/A	Teacher recommendation	This course is an introductory study of the four pillars of biology: ecology, cells, genetics, and evolution. Students are expected to apply a higher level of critical thinking and independence than at the basic level.	Yes	Normal
SC102G	BIOLOGY	0.5	Science	Spring Semester	9th	N/A	N/A	Teacher recommendation	This science class studies the four pillars of biology: ecology, cells, genetics, and evolution. Students are expected to apply a higher level of critical thinking and independence than at the basic level.	Yes	Normal
SC111G	H BIOLOGY	0.5	Science	Fall Semester	9th	N/A	N/A	Algebra, placement tests and teacher recommendation.	This course is an advanced study of the four pillars of biology: ecology, cells, genetics, and evolution. Students are expected to apply a higher level of critical thinking and independence than at the regular level.	Yes	Honors
SC112G	H BIOLOGY	0.5	Science	Spring Semester	9th	N/A	N/A	Algebra, placement tests and teacher recommendation.	This course is an advanced study of the four pillars of biology: ecology, cells, genetics, and evolution. Students are expected to apply a higher level of critical thinking and independence than at the regular level.	Yes	Honors
SC201G	CHEMISTRY	0.5	Science	Fall Semester	10th, 11th	N/A	N/A	Algebra	This is a course which involves the student with materials and methods of chemistry. The classroom activities are centered around laboratory investigations, lectures, and demonstrations. In this course, students will learn the structure and function of matter, and how to measure matter though a variety of different methods.	Yes	Normal
SC202G	CHEMISTRY	0.5	Science	Spring Semester	10th, 11th	N/A	N/A	Algebra	This is a course which involves the student with materials and methods of chemistry. The classroom activities are centered around laboratory investigations, lectures, and demonstrations. In this course, students will learn the structure and function of matter, and how to measure matter though a variety of different methods.	Yes	Normal
SC203C	EARTH & SPACE SCIENCE	0.5	Science	Fall Semester	10th	N/A	N/A	Teacher recommendation	This course is an introduction to Earth and Space Science will study the processes and forces behind plate tectonics, volcanism, earthquakes, weathering, erosion, and how these impact humans and society This course will also study geological time, the cosmos, stars, constellations, our solar system, and the relationship between the sun, earth, and moon.	Yes	Normal
SC204C	EARTH & SPACE SCIENCE	0.5	Science	Spring Semester	10th	N/A	N/A	Teacher recommendation	This course is an introduction to Earth and Space Science will study the processes and forces behind plate tectonics, volcanism, earthquakes, weathering, erosion, and how these impact humans and society This course will also study geological time, the cosmos, stars, constellations, our solar system, and the relationship between the sun, earth, and moon.	Yes	Normal
SC211G	H CHEMISTRY	0.5	Science	Fall Semester	9th, 10th	N/A	N/A	Geometry, Biology, and teacher recommendation.	This is a course which involves the student with materials and methods of chemistry. The classroom activities are centered around laboratory investigations, lectures, and demonstrations. In this course, students will learn the structure and function of matter, and how to measure matter through a variety of different methods. Students are expected to apply a higher level of critical thinking and independence than at the general level.	Yes	Honors
SC212G	H CHEMISTRY	0.5	Science	Spring Semester	9th, 10th	N/A	N/A	Geometry, Biology, and teacher recommendation.	This is a course which involves the student with materials and methods of chemistry. The classroom activities are centered around laboratory investigations, lectures, and demonstrations. In this course, students will learn the structure and function of matter, and how to measure matter through a variety of different methods. Students are expected to apply a higher level of critical thinking and independence than at the general level.	Yes	Honors
SC301G	PHYSICAL SCIENCE	0.5	Science	Fall Semester	10th, 11th, 12th	N/A	N/A	Teacher recommendation	This course is an introduction to main topics in physics and chemistry. Emphasis is on developing students' critical reading, algebra, and scientific lab skills through the course material.	Yes	Normal
SC302G	PHYSICAL SCIENCE	0.5	Science	Spring Semester	10th, 11th, 12th	N/A	N/A	Teacher recommendation	This course is an introduction to main topics in physics and chemistry. Emphasis is on developing students' critical reading, algebra, and scientific lab skills through the course material.	Yes	Normal
SC303G	PHYSICS	0.5	Science	Fall Semester	11th, 12th	N/A	N/A	Geometry	Physics investigates physical phenomena in the universe around us. Areas of investigation are: motion, force, gravitation, energy, waves, light, sound, electricity, and magnetism.	Yes	Normal
SC304G	PHYSICS	0.5	Science	Spring Semester	11th, 12th	N/A	N/A	Geometry	Physics investigates physical phenomena in the universe around us. Areas of investigation are: motion, force, gravitation, energy, waves, light, sound, electricity, and magnetism.	Yes	Normal
SC311G	H PHYSICS	0.5	Science	Fall Semester	10th, 11th, 12th	N/A	N/A	Completion of Biology, Chemistry and Algebra II with Trigonometry (H) or Algebra II with Trig	This course investigates physical phenomena in the universe around us. Areas of investigation are: motion, force, gravitation, energy, waves, light, sound, electricity, and magnetism. Students are expected to apply a higher level of critical thinking and independence than at the regular level.	Yes	Honors
SC312G	H PHYSICS	0.5	Science	Spring Semester	10th, 11th, 12th	N/A	N/A	Completion of Biology, Chemistry and Algebra II with Trigonometry (H) or Algebra II with Trig	This course investigates physical phenomena in the universe around us. Areas of investigation are: motion, force, gravitation, energy, waves, light, sound, electricity, and magnetism. Students are expected to apply a higher level of critical thinking and independence than at the regular level.	Yes	Honors
SC401G	SCIENCE AND SOCIETY	0.5	Science	Fall Semester	11th, 12th	N/A	N/A	Teacher recommendation	This class is about learning how to learn about current scientific topics. The foundations of the course are the 5 pillars of science: astronomy, biology, chemistry, geology, and physics.	Yes	Normal
SC402G	SCIENCE AND SOCIETY	0.5	Science	Spring Semester	11th, 12th	N/A	N/A	Teacher recommendation	This class is about learning how to learn about current scientific topics. The foundations of the course are the 5 pillars of science: astronomy, biology, chemistry, geology, and physics.	Yes	Normal
SC403G	EARTH & SPACE SCIENCE	0.5	Science	Fall Semester	11th, 12th	N/A	N/A	Teacher recommendation	Earth and Space Science will study the processes and forces behind the plate tectonic theory, volcanism, earthquakes, mountain building, weathering, erosion, and how these impact humans. This course will also study the cosmos, stars, constellations, solar system, and the sun-earth-moon relationships. Sophomores may take this class with approval of the division leader.	Yes	Normal
SC404G	EARTH & SPACE SCIENCE	0.5	Science	Spring Semester	11th, 12th	N/A	N/A	Teacher recommendation	Earth and Space Science will study the processes and forces behind the plate tectonic theory, volcanism, earthquakes, mountain building, weathering, erosion, and how these impact humans. This course will also study the cosmos, stars, constellations, solar system, and the sun-earth-moon relationships. Sophomores may take this class with approval of the division leader.	Yes	Normal
SC405G	FORENSICS I	0.5	Science	Fall Semester	11th, 12th	N/A	N/A	Successful completion of Chemistry or Physical Science.	Using field-based techniques, students will collect, process, and analyze evidence from multiple scientific domains to solve crime scene scenarios. Students will present their findings and defend conclusions drawn from their investigations.	Yes	Normal
SC406G	FORENSICS I	0.5	Science	Spring Semester	11th, 12th	N/A	N/A	Successful completion of Chemistry or Physical Science.	Using field-based techniques, students will collect, process, and analyze evidence from multiple scientific domains to solve crime scene scenarios. Students will present their findings and defend conclusions drawn from their investigations.	Yes	Normal
SC407G	FORENSICS II	0.5	Science	Fall Semester	12th	N/A	N/A	Forensics I	Forensics II is a continuation of Forensics I with different topics. Using field-based techniques, students will collect, process, and analyze evidence from multiple scientific domains to solve crime scene scenarios. Students will continue to present their findings and defend their conclusions drawn from their investigations.	Yes	Normal
SC408G	FORENSICS II	0.5	Science	Spring Semester	12th	N/A	N/A	Forensics I	Forensics II is a continuation of Forensics I with different topics. Using field-based techniques, students will collect, process, and analyze evidence from multiple scientific domains to solve crime scene scenarios. Students will continue to present their findings and defend their conclusions drawn from their investigations.	Yes	Normal
SC417G	H ANATOMY AND PHYSIOLOGY	0.5	Science	Fall Semester	11th, 12th	N/A	N/A	Successful completion of Biology	This year-long course presents a systemic approach to the study of the human body. Essential principles of human anatomy and physiology are presented. This includes basic chemistry, cell and tissue studies, and an overview of all the body systems. Labs will include, but not be limited to, the use of anatomical models, microscopes, and the dissection of animals and their organs.	Yes	Honors
SC418G	H ANATOMY AND PHYSIOLOGY	0.5	Science	Spring Semester	11th, 12th	N/A	N/A	Successful completion of Biology	This year-long course presents a systemic approach to the study of the human body. Essential principles of human anatomy and physiology are presented. This includes basic chemistry, cell and tissue studies, and an overview of all the body systems. Labs will include, but not be limited to, the use of anatomical models, microscopes, and the dissection of animals and their organs.	Yes	Honors
SC601G	AP BIOLOGY	0.5	Science	Fall Semester	11th, 12th	N/A	N/A	Biology and Chemistry	AP Biology is an introductory college-level biology course. Students cultivate their understanding of biology through inquiry-based investigations as they explore the following topics: evolution, cellular processes-energy and communication, genetics, information transfer, ecology, and interactions.	Yes	AP
SC602G	AP BIOLOGY	0.5	Science	Spring Semester	11th, 12th	N/A	N/A	Biology and Chemistry	AP Biology is an introductory college-level biology course. Students cultivate their understanding of biology through inquiry-based investigations as they explore the following topics: evolution, cellular processes-energy and communication, genetics, information transfer, ecology, and interactions.	Yes	AP
SC603G	AP CHEMISTRY	0.5	Science	Fall Semester	11th, 12th	N/A	N/A	Completion of Chemistry or Division Leader recommendation.	The AP Chemistry course provides students with a college-level foundation to support future advanced coursework in chemistry. Students cultivate their understanding of chemistry through inquiry-based investigations, as they explore topics such as: atomic structure, intermolecular forces and bonding, chemical reactions, kinetics, thermodynamics, and equilibrium.	Yes	AP
SC604G	AP CHEMISTRY	0.5	Science	Spring Semester	11th, 12th	N/A	N/A	Completion of Chemistry or Division Leader recommendation.	The AP Chemistry course provides students with a college-level foundation to support future advanced coursework in chemistry. Students cultivate their understanding of chemistry through inquiry-based investigations, as they explore topics such as: atomic structure, intermolecular forces and bonding, chemical reactions, kinetics, thermodynamics, and equilibrium.	Yes	AP
SC605G	AP PHYSICS I	0.5	Science	Fall Semester	10th, 11th, 12th	Successful Completion of Chemistry or Honors Chemistry	N/A	Completion of Biology, Chemistry and Algebra II with Trigonometry (H) or Algebra II with Trig	AP Physics 1 is a full-year course that is the equivalent of a first semester introductory college course in algebra-based physics. Students explore principles of Newtonian mechanics (including rotational motion); work, energy, and power; mechanical waves and sound; and introductory, simple circuits.	Yes	AP
SC606G	AP PHYSICS I	0.5	Science	Spring Semester	10th, 11th, 12th	N/A	N/A	Completion of Biology, Chemistry and Algebra II with Trigonometry (H) or Algebra II with Trig	AP Physics 1 is a full-year course that is the equivalent of a first semester introductory college course in algebra-based physics. Students explore principles of Newtonian mechanics (including rotational motion); work, energy, and power; mechanical waves and sound; and introductory, simple circuits.	Yes	AP
SC607G	AP PHYSICS C	0.5	Science	Fall Semester	11th, 12th	N/A	N/A	Completion of Biology and Chemistry. Completion of or concurrent enrollment in Calculus.	As stated in the College Board Course Description, the goal of this course is to prepare students for two AP Exams, one covering the topics of mechanics, and one covering electricity and magnetism. Each is equivalent to a one-semester calculus-based, college-level physics course.	Yes	AP
SC608G	AP PHYSICS C	0.5	Science	Spring Semester	11th, 12th	N/A	N/A	Completion of Biology and Chemistry. Completion of or concurrent enrollment in Calculus.	As stated in the College Board Course Description, the goal of this course is to prepare students for two AP Exams, one covering the topics of mechanics, and one covering electricity and magnetism. Each is equivalent to a one-semester calculus-based, college-level physics course.	Yes	AP
SC609G	AP ENVIRONMENTAL SCIENCE	0.5	Science	Fall Semester	12th	N/A	N/A	Physics or approval from the STEM division leader.	The AP Environmental Science course is the equivalent of a one-semester, introductory college course in environmental science. Students engage with scientific principles, concepts, and methodologies to understand interrelationships of the natural world and solve environmental problems.	Yes	AP
SC610G	AP ENVIRONMENTAL SCIENCE	0.5	Science	Spring Semester	12th	N/A	N/A	Physics or approval from the STEM division leader.	The AP Environmental Science course is the equivalent of a one-semester, introductory college course in environmental science. Students engage with scientific principles, concepts, and methodologies to understand interrelationships of the natural world and solve environmental problems.	Yes	AP
SS101G	WORLD STUDIES I	0.5	Social Science	Fall Semester	9th, 10th	N/A	N/A	Successful completion of level I of World Studies is highly recommended before enrolling in level II.	This course meets the Civics requirement for graduation. World Studies I is designed to prepare students in 9th and 10th grades to be critical consumers of information related to diverse global cultures and issues. Students will develop historical and social science critical reading and thinking skills through the use of primary and secondary source documents relating to current and historical issues and events. Course experiences will also prepare students to become more knowledgeable and active citizens. The honors level sequence will accomplish this at a more accelerated rate because it introduces skill sets associated with Advanced Placement Coursework.  	Yes	Normal
SS102G	WORLD STUDIES II	0.5	Social Science	Spring Semester	9th, 10th	N/A	N/A	Successful completion of level I of World Studies is highly recommended before enrolling in level II.	This course meets the Civics requirement for graduation. World Studies I is designed to prepare students in 9th and 10th grades to be critical consumers of information related to diverse global cultures and issues. Students will develop historical and social science critical reading and thinking skills through the use of primary and secondary source documents relating to current and historical issues and events. Course experiences will also prepare students to become more knowledgeable and active citizens. The honors level sequence will accomplish this at a more accelerated rate because it introduces skill sets associated with Advanced Placement Coursework.  	Yes	Normal
SS111G	H WORLD STUDIES I	0.5	Social Science	Fall Semester	9th, 10th	N/A	N/A	Successful completion of level I of World Studies is highly recommended before enrolling in level II.	This course meets the Civics requirement for graduation. World Studies I & II are designed to prepare students in 9th and 10th grades to be critical consumers of information related to diverse global cultures and issues. Students will develop historical and social science critical reading and thinking skills through the use of primary and secondary source documents. Course experiences will also prepare students to become more knowledgeable and active citizens.	Yes	Honors
